Id,Label,Degree,Pageranks,Eigencentrality,FinalRiskScore,Category,PR_Category,,,
8183,gpsconverter-0.0.17,13,0.000035,0,0.820750042,H,T,,,
8184,html2image-2.0.3,1,0.000037,0.00046,0.662347554,M,T,,,
8185,pygmt-0.9.0,6,0.000037,0.00046,0.861814509,H,T,,,
8186,tkmacosx-1.0.5,2,0.000037,0.00046,0.737940657,M,T,,,
8187,iam-to-sqlite-0.1,2,0.000035,0,0.695223223,M,T,,,
8188,sqlite-utils-3.30,11,0.000114,0.00274,0.672416575,M,T,,,
8189,click-default-group-wheel-1.2.2,2,0.000054,0.00059,0.799459286,H,T,,,
8190,sqlite-fts4-1.0.3,1,0.000054,0.00059,0.758097027,H,T,,,
8191,accounting-1.0.0,1,0.000035,0,0.815975245,H,T,,,
8192,pypi-publisher-0.0.4,2,0.000065,0.00046,0.671641247,M,T,,,
8193,gitpython-0.3.6,2,0.00009,0.00048,0.671641247,M,T,,,
8194,google-drive-to-sqlite-0.4,3,0.000035,0,0.694809503,M,T,,,
8195,huza-0.2.8,4,0.000035,0,0.831256278,H,T,,,
8196,loguru-0.5.3,5,0.00007,0.00231,0.744367707,M,T,,,
8197,gpy-abcd-1.1,6,0.000035,0,0.695048927,M,T,,,
8198,plotnine-0.10.1,9,0.000055,0.00091,0.721004481,M,T,,,
8199,mizani-0.9.0,5,0.000042,0.0005,0.788268256,H,T,,,
8200,hydropt-0.0.3,4,0.000035,0,0.847614013,H,T,,,
8201,git-search-replace-1.0.3,1,0.000035,0,0.805055448,H,T,,,
8202,abcd-pyhf-0.0.6,3,0.000035,0,0.82790375,H,T,,,
8203,pyhf-0.7.1,11,0.000045,0.00046,0.608575663,M,T,,,
8204,hwd-0.3,2,0.000035,0,0.710779697,M,T,,,
8205,pyudev-0.24.0,1,0.00005,0.00046,0.743294627,M,T,,,
8206,gwcloud-python-1.10.1,6,0.000035,0,0.683653178,M,T,,,
8207,gwdc-python-0.4.1,7,0.00004,0.00046,0.684071155,M,T,,,
8208,pyhumps-3.8.0,3,0.000049,0.00139,0.762604914,H,T,,,
8209,hanmatek-psu-1.1.1,1,0.000035,0,0.957392396,H,T,,,
8210,minimalmodbus-2.0.1,2,0.000065,0.00046,0.692318498,M,T,,,
8211,grape-mathlab-2.0.0,6,0.000035,0,0.662377328,M,T,,,
8212,deap-1.3.3,4,0.000072,0.00137,0.747553457,M,T,,,
8213,hveto-2.1.0,9,0.000035,0,0.674555976,M,T,,,
8214,hcord-2.0.1.2,1,0.000035,0,0.528039227,M,T,,,
8215,i3-resurrect-1.4.5,4,0.000035,0,0.807728835,H,T,,,
8216,hnbex-0.0.1,1,0.000035,0,0.820866467,H,T,,,
8217,huunifie-0.4.3,4,0.000035,0,0.710910833,M,T,,,
8218,pap-logger-0.0.9,3,0.000042,0.00046,0.710834853,M,T,,,
8219,hostswitcher-0.0.1b1,2,0.000035,0,0.671641247,M,T,,,
8220,gpytoolbox-0.1.0,3,0.000035,0,0.662450221,M,T,,,
8221,gloro-1.1.1,1,0.000035,0,0.83642091,H,T,,,
8222,google-cloud-data-qna-0.10.2,3,0.000035,0,0.774868764,H,T,,,
8223,greyhound-0.0.2,3,0.000035,0,0.799554726,H,T,,,
8224,laspy-2.4.1,2,0.000045,0.00046,0.590745689,M,T,,,
8225,mapbox-0.18.1,8,0.000045,0.00046,0.745416127,M,T,,,
8226,polyline-2.0.0,1,0.00004,0.00048,0.92683997,H,T,,,
8227,huaweicloudsdkkms-3.1.36,1,0.000035,0,0.80254056,H,T,,,
8228,hbctool-0.1.5,1,0.000035,0,0.668471097,M,T,,,
8229,gituser-0.1,1,0.000035,0,0.820882986,H,T,,,
8230,healpix-alchemy-1.0.2,4,0.000035,0,0.657690031,M,T,,,
8231,mocpy-0.12.3,6,0.000042,0.00046,0.633211123,M,T,,,
8232,cdshealpix-0.6.4,2,0.000042,0.00048,0.650764833,M,T,,,
8233,hgl-0.1.3,4,0.000035,0,0.832138488,H,T,,,
8234,pysdl2-0.9.15,2,0.00005,0.00091,0.612663199,M,T,,,
8235,gswrap-0.0.2,8,0.000035,0,0.726153732,M,T,,,
8236,gtsh-0.1.1,1,0.000035,0,0.847624449,H,T,,,
8237,google-cloud-api-keys-0.5.2,3,0.000035,0,0.812075967,H,T,,,
8238,hebsafeharbor-0.1.1,4,0.000035,0,0.781241136,H,T,,,
8239,presidio-analyzer-2.2.31,6,0.000042,0.00046,0.587152631,M,T,,,
8240,presidio-anonymizer-2.2.32,2,0.000042,0.00046,0.588974631,M,T,,,
8241,pyahocorasick-1.4.4,1,0.000042,0.00046,0.613519146,M,T,,,
8242,gmusicapi-wrapper-0.5.2,4,0.00005,0.00046,0.831298221,H,T,,,
8243,hyaline-0.1.2,2,0.000035,0,0.696105664,M,T,,,
8244,hazelcast-remote-controller-0.1,1,0.000035,0,0.770922801,H,T,,,
8245,gumbi-0.1.17,8,0.000035,0,0.696886266,M,T,,,
8246,arviz-0.12.1,13,0.000042,0.00098,0.556700495,M,T,,,
8247,pymc3-3.11.5,15,0.000049,0.00139,0.776050493,H,T,,,
8248,deprecat-2.1.1,2,0.000038,0.00052,0.767011009,H,T,,,
8249,theano-pymc-1.1.2,5,0.000038,0.00052,0.671641247,M,T,,,
8250,grader-convert-0.1.14,13,0.000044,0.00091,0.662657861,M,T,,,
8251,iap-2.3.3,5,0.000035,0,0.818395664,H,T,,,
8252,hanselx-0.0.92,1,0.000035,0,0.983932504,H,T,,,
8253,heppyness-2.0.2,8,0.000035,0,0.617678312,M,T,,,
8254,awkward-0.14.0,3,0.000055,0.00094,0.626918034,M,T,,,
8255,uproot-4.3.7,4,0.000049,0.00091,0.681146291,M,T,,,
8256,uproot-methods-0.9.2,3,0.000039,0.00046,0.688343533,M,T,,,
8257,guide-bot-0.0.31,9,0.000035,0,0.694982179,M,T,,,
8258,mcstasscript-0.0.55,6,0.000038,0.00046,0.672091432,M,T,,,
8259,libpyvinyl-1.1.0,8,0.000041,0.00048,0.682436644,M,T,,,
8260,graphy2-0.4.2,11,0.000035,0,0.948722711,H,T,,,
8261,csvobject-0.8.1,1,0.000038,0.00046,0.968164223,H,T,,,
8262,headpy-0.0.1,2,0.000035,0,0.847656718,H,T,,,
8263,hypermodern-screening-0.0.4,1,0.000035,0,0.69516089,M,T,,,
8264,chaospy-3.3.9,4,0.000065,0.00046,0.751757001,H,T,,,
8265,numpoly-1.0.6,3,0.000053,0.00048,0.672527686,M,T,,,
8266,heaserver-activity-1.0.0a8,1,0.000035,0,0.671641247,M,T,,,
8267,hic-0.1.0,1,0.000035,0,0.831896557,H,T,,,
8268,graphql-ws-next-1.0.0,2,0.000035,0,0.984242796,H,T,,,
8269,graphql-core-next-1.1.1,2,0.00006,0.00091,0.615720077,M,T,,,
8270,hysteresis-1.2.1,3,0.000035,0,0.699371491,M,T,,,
8271,gvsbuild-2023.4.0,2,0.000035,0,0.597516482,M,T,,,
8272,huaweicloudsdksdrs-3.1.36,1,0.000035,0,0.804412973,H,T,,,
8273,google-drive-0.5.0,4,0.000035,0,0.694956591,M,T,,,
8274,google-api-python-client-2.6.0,7,0.000042,0.00046,0.654472303,M,T,,,
8275,google-auth-oauthlib-0.4.1,5,0.000057,0.00091,0.611642131,M,T,,,
8276,hspf-utils-6.0.4,3,0.000035,0,0.685214814,M,T,,,
8277,hatena2rest-0.1.1,3,0.000035,0,0.820967499,H,T,,,
8278,sphinx-1.7.1,14,0.000054,0.00094,0.46890645,L,T,,,
8279,tinkerer-1.7.2,5,0.000045,0.00046,0.671641247,M,T,,,
8280,gym-unity-0.28.0,2,0.000035,0,0.548773751,M,T,,,
8281,mlagents-envs-0.28.0,7,0.00005,0.00046,0.563823502,M,T,,,
8282,abode-0.1.4,1,0.000035,0,0.847442852,H,T,,,
8283,heimdall-logger-0.1.2,2,0.000035,0,0.68418907,M,T,,,
8284,grg-psse2grg-0.0.3,2,0.000035,0,0.832136678,H,T,,,
8285,grg-pssedata-0.1.4,1,0.00005,0.00046,0.812919105,H,T,,,
8286,graphqlclient-0.2.4,2,0.00004,0.00046,0.795506967,H,T,,,
8287,gzbus-0.1.1,3,0.000035,0,0.831715812,H,T,,,
8288,git-search-command-2.1.1,7,0.000035,0,0.956580547,H,T,,,
8289,dependency-injector-4.41.0,3,0.000049,0.00091,0.545484215,M,T,,,
8290,htcondor-dags-0.2.0,1,0.000035,0,0.820705838,H,T,,,
8291,haproxy-top-0.2,1,0.000035,0,0.832010399,H,T,,,
8292,grattify-0.2.9,5,0.000035,0,0.833738662,H,T,,,
8293,spotipy-2.23.0,6,0.000071,0.00091,0.725925668,M,T,,,
8294,graph-lib-0.4.8,1,0.000035,0,0.684391584,M,T,,,
8295,accrocchio-0.1.14,1,0.000035,0,0.822517082,H,T,,,
8296,greenponik-tsl2561-0.0.3,2,0.000035,0,0.831805949,H,T,,,
8297,adafruit-circuitpython-tsl2561-3.3.15,3,0.00005,0.00046,0.631520712,M,T,,,
8298,hammercloud-3.0.5,5,0.000035,0,0.812778475,H,T,,,
8299,htmxl-0.8.7,3,0.000035,0,0.78402578,H,T,,,
8300,httpie-token-auth-0.1.8,1,0.000035,0,0.848651174,H,T,,,
8301,hg-delivery-1.1.7,22,0.000035,0,0.861563641,H,T,,,
8302,apscheduler-2.1.2,2,0.000042,0.00094,0.723216809,M,T,,,
8303,kombu-4.6.7,3,0.000042,0.00094,0.671641247,M,T,,,
8304,mock-alchemy-0.2.6,2,0.000036,0.00046,0.818673725,H,T,,,
8305,paramiko-2.7.1,5,0.000039,0.00091,0.669730769,M,T,,,
8306,pyramid-scheduler-0.3.4,6,0.000036,0.00046,0.68522354,M,T,,,
8307,pyramid-tm-2.5,3,0.000036,0.00046,0.891712382,H,T,,,
8308,redis-3.3.11,1,0.000036,0.00046,0.790196394,H,T,,,
8309,zope-sqlalchemy-1.6,5,0.000036,0.00046,0.677676974,M,T,,,
8310,amqp-2.5.2,2,0.000071,0.0005,0.576989575,M,T,,,
8311,hf-doc-builder-0.4.0,7,0.000035,0,0.783847018,H,T,,,
8312,guolei-py3-components-1.1.1,6,0.000035,0,0.832040244,H,T,,,
8313,change-case-0.5.2,1,0.00004,0.00046,0.832003957,H,T,,,
8314,ipapi-1.0.4,2,0.00004,0.00046,0.832230511,H,T,,,
8315,gmr-1.6.2,2,0.000035,0,0.813099987,H,T,,,
8316,healthdes-0.0.2,3,0.000035,0,0.695218214,M,T,,,
8317,goifer-0.0.5,4,0.000035,0,0.71100211,M,T,,,
8318,flatten-dict-0.4.2,2,0.000042,0.00046,0.645045857,M,T,,,
8319,muzzle-0.0.1,3,0.000042,0.00046,0.711042033,M,T,,,
8320,google-nest-sdm-2.2.4,6,0.000035,0,0.799012227,H,T,,,
8321,abcgan-3.0.0,7,0.000035,0,0.805207688,H,T,,,
8322,hubcap-0.0.8,2,0.000035,0,0.695068066,M,T,,,
8323,dol-0.1.133,1,0.00005,0.00046,0.809773856,H,T,,,
8324,hyperas-0.4.1,6,0.000035,0,0.763426927,H,T,,,
8325,hierarc-1.1.1,2,0.000035,0,0.805113629,H,T,,,
8326,huaweicloudsdkantiddos-3.1.36,1,0.000035,0,0.804171816,H,T,,,
8327,graphite-api-1.1.3,8,0.000035,0,0.751735748,H,T,,,
8328,hhpy-0.3.0,14,0.000035,0,0.823151158,H,T,,,
8329,docrep-0.3.2,2,0.000037,0.00046,0.677343225,M,T,,,
8330,graphene-types-0.15.1,1,0.000035,0,0.799483183,H,T,,,
8331,hpc-scheduler-0.1.2,1,0.000035,0,0.695165429,M,T,,,
8332,haystack-client-0.2.4,5,0.000035,0,0.820877287,H,T,,,
8333,requests-futures-0.9.9,2,0.000041,0.00046,0.760688079,H,T,,,
8334,google-cloud-beyondcorp-appgateways-0.4.2,4,0.000035,0,0.812061804,H,T,,,
8335,graphdat-2.3,1,0.000035,0,0.669769676,M,T,,,
8336,accesscontrol-6.0,19,0.00004,0.00096,0.702888197,M,T,,,
8337,acquisition-5.0,5,0.000042,0.00146,0.710071401,M,T,,,
8338,extensionclass-5.0,6,0.000106,0.00297,0.603321003,M,T,,,
8339,persistence-4.0.post1,4,0.000038,0.00098,0.671641247,M,T,,,
8340,restrictedpython-6.0,4,0.000045,0.00192,0.742116775,M,T,,,
8341,zexceptions-4.3,7,0.000042,0.00146,0.703687162,M,T,,,
8342,grafanimate-0.7.0,10,0.000035,0,0.685658863,M,T,,,
8343,datetime-interval-0.2,1,0.000038,0.00046,0.671641247,M,T,,,
8344,marionette-driver-3.2.0,4,0.000038,0.00046,0.671641247,M,T,,,
8345,pytimeparse2-1.6.0,1,0.000038,0.00046,0.793936552,H,T,,,
8346,where-1.0.2,2,0.000038,0.00046,0.758347394,H,T,,,
8347,mozrunner-8.2.1,8,0.000046,0.00048,0.671641247,M,T,,,
8348,mozversion-2.3.0,3,0.000046,0.00048,0.671641247,M,T,,,
8349,mozdevice-4.1.0,2,0.00004,0.00048,0.671641247,M,T,,,
8350,mozfile-3.0.0,5,0.000106,0.00201,0.671641247,M,T,,,
8351,mozinfo-1.2.2,4,0.000075,0.00096,0.671641247,M,T,,,
8352,mozlog-7.1.1,8,0.000106,0.00192,0.671641247,M,T,,,
8353,mozprocess-1.3.0,2,0.00004,0.00048,0.671641247,M,T,,,
8354,mozprofile-2.5.0,4,0.00004,0.00048,0.671641247,M,T,,,
8355,mozterm-1.0.0,2,0.000057,0.00055,0.671641247,M,T,,,
8356,itermate-1.0.2,1,0.000067,0.00048,0.831727057,H,T,,,
8357,hfradarpy-0.1.5,4,0.000035,0,0.668453033,M,T,,,
8358,halo-third-party-sdk-model-1.1.0,2,0.000042,0.00046,0.675637906,M,T,,,
8359,hydrocluster-0.2.0,10,0.000035,0,0.820764196,H,T,,,
8360,google-images-download-joe-2.8.0,1,0.000035,0,0.750172976,H,T,,,
8361,grabcarassignmentdorachua-0.0.8,2,0.000035,0,0.753324425,H,T,,,
8362,a2a-0.44,2,0.000035,0,0.832566544,H,T,,,
8363,hdx-data-freshness-1.9.9,6,0.000035,0,0.673802581,M,T,,,
8364,psycopg-binary-3.1.8,1,0.000055,0.00048,0.730249797,M,T,,,
8365,gymutils-0.0.1,1,0.000035,0,0.628279081,M,T,,,
8366,guildwars2api-0.7.1,1,0.000035,0,0.821641488,H,T,,,
8367,htmlmerge-1.2.7,2,0.000035,0,0.831584869,H,T,,,
8368,huaweicloudsdkmeeting-3.1.36,1,0.000035,0,0.8023529,H,T,,,
8369,hackernews-client-0.1.2b1,1,0.000035,0,0.671641247,M,T,,,
8370,hublib-0.9.96,4,0.000035,0,0.691631791,M,T,,,
8371,graph-ensembles-0.2.1,5,0.000035,0,0.820550907,H,T,,,
8372,httprunner-ex-2.5.7,11,0.000035,0,0.749225167,M,T,,,
8373,har2case-0.3.1,3,0.000038,0.00046,0.831819948,H,T,,,
8374,sentry-sdk-0.13.5,3,0.000038,0.00046,0.597955601,M,T,,,
8375,aas-job-register-downloader-1.1,4,0.000035,0,0.968439941,H,T,,,
8376,ace-nn-0.2,3,0.000035,0,0.968646681,H,T,,,
8377,helloshopply-0.0.3,3,0.000035,0,0.695369943,M,T,,,
8378,pyes-0.99.6,4,0.000055,0.00091,0.69966851,M,T,,,
8379,higher-criticism-test-0.1.6,1,0.000035,0,0.847663491,H,T,,,
8380,grafana-django-saml2-auth-3.9.0,3,0.000035,0,0.754404446,H,T,,,
8381,dictor-0.1.10,1,0.000045,0.00046,0.804832354,H,T,,,
8382,pysaml2-7.2.1,10,0.000045,0.00046,0.831094989,H,T,,,
8383,xmlschema-2.2.3,2,0.000039,0.00048,0.678627287,M,T,,,
8384,gocept-webtoken-3.1.post1,5,0.000035,0,0.671641247,M,T,,,
8385,abcd-0.3.0,2,0.000035,0,0.675684134,M,T,,,
8386,addict-1.0.0,1,0.00005,0.00046,0.769963802,H,T,,,
8387,heliq-1.1.1,3,0.000035,0,0.695125921,M,T,,,
8388,hf-model-s-0.1.0,5,0.000035,0,0.695232064,M,T,,,
8389,tokenizers-0.12.1,1,0.000039,0.0005,0.614749671,M,T,,,
8390,hocus-pocus-0.1.0,1,0.000035,0,0.96843006,H,T,,,
8391,gym-cap-0.1.4.12,2,0.000035,0,0.753235252,H,T,,,
8392,gutenberg2kindle-0.3.0,2,0.000035,0,0.684122187,M,T,,,
8393,usersettings-1.1.5,2,0.00005,0.00046,0.746745661,M,T,,,
8394,gutenberg2zim-2.0.0,17,0.000035,0,0.627144874,M,T,,,
8395,apsw-3.40.0.0,1,0.000037,0.00046,0.775514742,H,T,,,
8396,babel-2.11.0,6,0.000042,0.0019,0.815605004,H,T,,,
8397,ipdb-0.13.11,4,0.000037,0.00046,0.593128687,M,T,,,
8398,ipython-8.8.0,12,0.000047,0.00094,0.544012126,M,T,,,
8399,kiwixstorage-0.8.3,4,0.000037,0.00046,0.683694803,M,T,,,
8400,peewee-3.15.4,1,0.000037,0.00046,0.714612039,M,T,,,
8401,pif-0.8.2,3,0.000037,0.00046,0.820083899,H,T,,,
8402,schedule-1.1.0,2,0.00004,0.00091,0.732649945,M,T,,,
8403,zimscraperlib-2.0.0,12,0.000037,0.00046,0.724308176,M,T,,,
8404,file-magic-0.4.1,1,0.000038,0.00048,0.671641247,M,T,,,
8405,iso-639-0.4.5,1,0.000038,0.00048,0.821183746,H,T,,,
8406,libzim-2.1.0,1,0.000038,0.00048,0.775020334,H,T,,,
8407,optimize-images-1.5.1,4,0.000038,0.00048,0.657419003,M,T,,,
8408,hxlti-djapp-0.2.1,6,0.000035,0,0.847590219,H,T,,,
8409,lti-0.9.5,4,0.00004,0.00046,0.75860928,H,T,,,
8410,hydxlib-1.5.0,3,0.000035,0,0.657277317,M,T,,,
8411,threedi-schema-0.216.4,4,0.000045,0.00046,0.671641247,M,T,,,
8412,geoalchemy2-0.13.2,3,0.000048,0.00048,0.671641247,M,T,,,
8413,gymbag-0.4.9,4,0.000035,0,0.675707718,M,T,,,
8414,gmail-yaml-filters-0.10.0,4,0.000035,0,0.820228917,H,T,,,
8415,hs-formation-5.4.0,9,0.000035,0,0.778174792,H,T,,,
8416,pybreaker-1.0.1,1,0.000038,0.00046,0.765014587,H,T,,,
8417,hanaby-1.0.0,1,0.000035,0,0.700074961,M,T,,,
8418,gpflowopt-master-0.1.1,3,0.000035,0,0.661693951,M,T,,,
8419,gpflow-old-0.5,3,0.000045,0.00046,0.719659792,M,T,,,
8420,henmedlib-1.0.10,4,0.000035,0,0.684163525,M,T,,,
8421,gmail-trainer-0.7,3,0.000035,0,0.832554785,H,T,,,
8422,google-cloud-vpc-access-1.8.1,3,0.000035,0,0.789738543,H,T,,,
8423,hf-clean-benchmarks-0.0.1,4,0.000035,0,0.695236136,M,T,,,
8424,datasketch-1.5.9,4,0.000047,0.00091,0.614696603,M,T,,,
8425,hko-0.3.2,1,0.000035,0,0.831818081,H,T,,,
8426,graphics-pack-0.2,6,0.000035,0,0.832057875,H,T,,,
8427,july-0.1.3,3,0.00004,0.00046,0.820677999,H,T,,,
8428,hostip-info-1.0.2,1,0.000035,0,0.695549034,M,T,,,
8429,helga-haskell-0.2.1,1,0.000035,0,0.812651987,H,T,,,
8430,tryhaskell-0.1.0,2,0.000065,0.00046,0.758416588,H,T,,,
8431,gplaycrawler-0.2.1,3,0.000035,0,0.847641122,H,T,,,
8432,playstoreapi-0.5.8,5,0.000045,0.00046,0.778743404,H,T,,,
8433,reprint-0.6.0,5,0.000051,0.00091,0.674696934,M,T,,,
8434,protoc-wheel-0-22.0,1,0.000044,0.00048,0.611466668,M,T,,,
8435,backports-shutil-get-terminal-size-1.0.0,1,0.000049,0.0005,0.675588446,M,T,,,
8436,goodpoints-0.2.2,1,0.000035,0,0.691321008,M,T,,,
8437,hypothesis-fspaths-0.1,1,0.000035,0,0.831895702,H,T,,,
8438,helix-swarm-0.7.4,2,0.000035,0,0.694631353,M,T,,,
8439,google-cloud-logger-0.2.1,1,0.000035,0,0.820611308,H,T,,,
8440,huaweicloudsdksms-3.1.36,1,0.000035,0,0.804171816,H,T,,,
8441,hole-0.8.0,2,0.000035,0,0.647459711,M,T,,,
8442,hszinc-1.3.2,4,0.000035,0,0.663962097,M,T,,,
8443,hexgrid-py-1.3,2,0.000065,0.00046,0.684612931,M,T,,,
8444,morton-py-1.3,1,0.00009,0.00048,0.695627805,M,T,,,
8445,gridlib-0.5.0,4,0.000035,0,0.836357495,H,T,,,
8446,hawkmoth-0.14.0,1,0.000035,0,0.804046674,H,T,,,
8447,google-cloud-bigquery-datatransfer-3.11.1,3,0.000035,0,0.747056196,M,T,,,
8448,heprefs-0.1.5,3,0.000035,0,0.831770052,H,T,,,
8449,arxiv-0.3.1,3,0.000045,0.00046,0.772049162,H,T,,,
8450,htmlcrypt-0.2.2,1,0.000035,0,0.695220195,M,T,,,
8451,hexonet-ispapicli-1.18.4,7,0.000035,0,0.65602411,M,T,,,
8452,gmsh4mrst-1.0.0,1,0.000035,0,0.711008317,M,T,,,
8453,giving-0.4.2,3,0.000035,0,0.820447356,H,T,,,
8454,varname-0.10.0,2,0.000045,0.00046,0.724995802,M,T,,,
8455,gosundpy-0.6.2,1,0.000035,0,0.832338248,H,T,,,
8456,tuya-iot-py-sdk-0.6.6,5,0.000065,0.00046,0.702435508,M,T,,,
8457,got10k-0.1.3,6,0.000035,0,0.812049937,H,T,,,
8458,aberdeen-0.4.0,3,0.000035,0,0.832220815,H,T,,,
8459,termcolor2-0.0.3,2,0.000045,0.00046,0.758324166,H,T,,,
8460,gp-recipe-node-16.13.2.1,5,0.000035,0,0.777170225,H,T,,,
8461,python-archive-0.2,1,0.000041,0.00046,0.83194311,H,T,,,
8462,zc-recipe-cmmi-3.0.0,3,0.000041,0.00046,0.693854295,M,T,,,
8463,hyperwallet-sdk-1.7.1,4,0.000035,0,0.621848041,M,T,,,
8464,hass-flair-helper-0.2.0,2,0.000035,0,0.847728905,H,T,,,
8465,hass-flair-api-1.1.1,4,0.00005,0.00046,0.836868834,H,T,,,
8466,requests-mock-1.10.0,4,0.000064,0.00094,0.742750299,M,T,,,
8467,hardcopy-0.1.0,12,0.000035,0,0.847563649,H,T,,,
8468,appdirs-1.4.3,1,0.000037,0.00046,0.888058864,H,T,,,
8469,google-api-python-client-1.6.2,5,0.000037,0.00046,0.654472303,M,T,,,
8470,httplib2-0.10.3,3,0.000053,0.00144,0.724571015,M,T,,,
8471,oauth2client-4.1.0,7,0.000045,0.00094,0.581500734,M,T,,,
8472,packaging-16.8,3,0.000037,0.00046,0.593759389,M,T,,,
8473,pyasn1-modules-0.0.8,3,0.000045,0.00096,0.774822514,H,T,,,
8474,pyasn1-0.2.3,4,0.000122,0.00196,0.774367131,H,T,,,
8475,pyparsing-2.2.0,2,0.000053,0.00094,0.573270314,M,T,,,
8476,rsa-3.4.2,3,0.000045,0.00096,0.742677869,M,T,,,
8477,uritemplate-3.0.0,2,0.000045,0.00094,0.689428078,M,T,,,
8478,hogpylib-1.0.2,1,0.000035,0,0.831805725,H,T,,,
8479,hasspad-0.1.3,8,0.000035,0,0.8317721,H,T,,,
8480,keybow-0.0.3,2,0.000039,0.00046,0.671641247,M,T,,,
8481,rich-9.13.0,6,0.00004,0.00091,0.65949082,M,T,,,
8482,hpass-0.2.1,2,0.000035,0,0.712546028,M,T,,,
8483,hashdex-0.7.0,1,0.000035,0,0.682697662,M,T,,,
8484,http2client-0.1.0,3,0.000035,0,0.847587775,H,T,,,
8485,httpie-jwt-auth-0.4.0,1,0.000035,0,0.792594258,H,T,,,
8486,gpod-0.1.2,2,0.000035,0,0.831745501,H,T,,,
8487,huaweicloudsdkcbh-3.1.36,1,0.000035,0,0.804475847,H,T,,,
8488,gquantlab-1.0.0,2,0.000035,0,0.465305762,L,T,,,
8489,i3-dstatus-0.1.1,5,0.000035,0,0.683985181,M,T,,,
8490,hyteratak-1.1.1,4,0.000035,0,0.847637295,H,T,,,
8491,pytak-3.5.2,1,0.000042,0.00046,0.811539407,H,T,,,
8492,hatch-fancy-pypi-readme-22.8.0,2,0.000035,0,0.66849299,M,T,,,
8493,hrv-0.2.10,4,0.000035,0,0.804560231,H,T,,,
8494,spectrum-0.8.1,5,0.000042,0.00046,0.695984954,M,T,,,
8495,huffpress-1.0.54,1,0.000035,0,0.710466504,M,T,,,
8496,tqdm-4.62.1,1,0.000065,0.00046,0.619815336,M,T,,,
8497,hotpot-2.1.0,3,0.000035,0,0.847581217,H,T,,,
8498,hss-server-0.5.4,5,0.000035,0,0.690723324,M,T,,,
8499,amqtt-0.10.1,6,0.000041,0.00046,0.60722344,M,T,,,
8500,hydrosensorreader-1.7.6,8,0.000035,0,0.809377391,H,T,,,
8501,homog-0.1.14,2,0.000035,0,0.809990326,H,T,,,
8502,hitchstory-0.16.0,7,0.000035,0,0.837291867,H,T,,,
8503,prettystack-0.4.0,5,0.000043,0.00091,0.832830776,H,T,,,
8504,graylog-1.0.0,4,0.000035,0,0.493517539,L,T,,,
8505,hug-peewee-0.0.2,2,0.000035,0,0.83200362,H,T,,,
8506,globomap-monitoring-0.0.3,1,0.000035,0,0.711357158,M,T,,,
8507,py-zabbix-1.1.3,1,0.000065,0.00046,0.776117861,H,T,,,
8508,guessenc-0.3,2,0.000035,0,0.831759249,H,T,,,
8509,iam-units-2022.10.27,4,0.000043,0.00094,0.798936417,H,T,,,
8510,gurobi-machinelearning-1.1.1,3,0.000035,0,0.657699547,M,T,,,
8511,gurobipy-10.0.1,3,0.000066,0.00137,0.671641247,M,T,,,
8512,gshap-0.0.3,2,0.000035,0,0.710981036,M,T,,,
8513,httpcase-1.0.17,2,0.000035,0,0.710726842,M,T,,,
8514,gordon-introspection-0.1.3,5,0.000035,0,0.941673068,H,T,,,
8515,gym-anm-1.1.6,7,0.000035,0,0.683982117,M,T,,,
8516,websocket-server-0.4,1,0.000039,0.00046,0.701924115,M,T,,,
8517,gradsflow-0.0.8.post1,9,0.000035,0,0.671641247,M,T,,,
8518,htmlcompressor-1.1,3,0.000035,0,0.837053412,H,T,,,
8519,greparl-0.3,6,0.000035,0,0.847865215,H,T,,,
8520,graphql-ws-0.4.4,1,0.000035,0,0.773551675,H,T,,,
8521,hemlock-big5-0.0.2,2,0.000035,0,0.847634106,H,T,,,
8522,graph-conv-memory-0.0.7,4,0.000035,0,0.847536912,H,T,,,
8523,sparsemax-0.1.9,2,0.000042,0.00046,0.747314442,M,T,,,
8524,torchtyping-0.1.4,3,0.000042,0.00046,0.721147486,M,T,,,
8525,a2t-0.4.0,5,0.000035,0,0.710856827,M,T,,,
8526,guaijiao-1.2.0,1,0.000035,0,0.639542753,M,T,,,
8527,hj-reachability-0.5.0,3,0.000035,0,0.831816418,H,T,,,
8528,flax-0.6.8,11,0.00005,0.00091,0.69106403,M,T,,,
8529,orbax-0.1.7,13,0.00004,0.0005,0.645178482,M,T,,,
8530,gustaf-0.0.9,1,0.000035,0,0.787001844,H,T,,,
8531,gtool-0.1.12,15,0.000035,0,0.820896408,H,T,,,
8532,cvsslib-1.0.0,1,0.000037,0.00046,0.811689986,H,T,,,
8533,patricia-trie-10,1,0.000037,0.00046,0.769547488,H,T,,,
8534,iamauth-0.7.0,3,0.000035,0,0.711049942,M,T,,,
8535,awscrt-0.16.14,2,0.000087,0.00094,0.527929849,M,T,,,
8536,helmix-0.2.2,2,0.000035,0,0.710318503,M,T,,,
8537,grouplasso-0.2.0,4,0.000035,0,0.820780465,H,T,,,
8538,hml-equation-parser-1.0.12,1,0.000035,0,0.831896149,H,T,,,
8539,go-auth-0.1.3,4,0.000035,0,0.811991983,H,T,,,
8540,hexia-pages-1.0.6,1,0.000035,0,0.831661554,H,T,,,
8541,django-ckeditor-6.5.1,4,0.000094,0.00091,0.836538061,H,T,,,
